"id","account_type_id","account_number","account_name","account_description","bank_reconciliation","is_active","statement","report_group_id","sub_group_id","taxable","created_at","updated_at","deleted_at"
"200","44","670056","REPAIRS AND MAINTENANCE - OTHER PROPERTY, PLANT AND EQUIPMENT","","yes","1","","137",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"201","44","670057","REPAIRS AND MAINTENANCE - MACHINERY","","yes","1","","137",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"202","44","670058","REPAIRS AND MAINTENANCE - CONSTRUCTION AND HEAVY EQUIPMENT","","yes","1","","137",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"203","44","670059","REPAIRS AND MAINTENANCE - SERVICE VEHICLES","","yes","1","","137",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"204","44","670060","REPAIRS AND MAINTENANCE - INFORMATION AND COMMUNICATION TECHNOLOGY EQUIPMENT","","yes","1","","137",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"205","44","670061","REPAIRS AND MAINTENANCE - OFFICE EQUIPMENT","","yes","1","","137",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"206","44","670062","REPAIRS AND MAINTENANCE - TOOLS AND OTHER PROPERTY, PLANT AND EQUIPMENT","","yes","1","","137",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"207","45","670007","DONATION & CONTRIBUTION","","yes","1","","150",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"208","45","670039","DONATION & CONTRIBUTION (OFFICE)","","yes","1","","150",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"209","46","670008","MEETINGS EXPENSE","","yes","1","","97",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"210","46","670034","MEETINGS EXPENSE (OFFICE)","","yes","1","","97",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"211","47","670009","REPRESENTATION & ENTERTAINMENT..","","yes","1","","13",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"212","47","670050","REPRESENTATION & ENTERTAINMENT…","","yes","1","","18",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"213","47","690004","REPRESENTATION & ENTERTAINMENT.","","yes","1","","139",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"214","47","690007","REPRESENTATION & ENTERTAINMENT. (OFFICE)","","yes","1","","139",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"215","47","670063","REPRESENTATION: OTHERS","","yes","1","","139",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"216","47","670064","REPRESENTATION: MEALS AND ALLOWANCES","","yes","1","","139",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"217","48","670010","INSURANCE EXPENSE","","yes","1","","86",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"218","48","670045","INSURANCE EXPENSE (OFFICE)","","yes","1","","86",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"219","25","670011","RESEARCH AND DEVELOPMENT COSTS","","yes","1","","18",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"220","25","670012","MARKETING EXPENSE","","yes","1","","95",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"221","25","670035","MARKETING EXPENSE (OFFICE)","","yes","1","","95",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"222","49","670013","MISCELLANEOUS EXPENSE","","yes","1","","97",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"223","50","670032","MISCELLANEOUS EXPENSE (OFFICE)","","yes","1","","97",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"224","51","670014","HEALTH AND SAFETY","","yes","1","","83",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"225","51","670030","HEALTH AND SAFETY (OFFICE)","","yes","1","","83",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"226","52","670015","SUB-CONSTRUCTION EXPENSE","","yes","1","","48",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"227","53","670018","OTHER FACILITIES EXPENSE- TOOL AND OTHER EQUIPMENT","","yes","1","","108",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"228","53","670046","OTHER FACILITIES EXPENSE- TOOL AND OTHER EQUIPMENT (OFFICE)","","yes","1","","108",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"229","54","670020","ACCIDENT AND EMERGENCY EXPENSES","","yes","1","","1",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"230","54","670053","ACCIDENT AND EMERGENCY EXPENSES (OFFICE)","","yes","1","","1",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"231","55","670021","OTHER FACILITIES EXPENSE: ICT AND OFFICE EQUIPMENT","","yes","1","","107",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"232","55","670033","OTHER FACILITIES EXPENSE: ICT AND OFFICE EQUIPMENT (OFFICE)","","yes","1","","107",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"233","56","670023","ECDC ACTIVITIES EXPENSE","","yes","1","","67",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"234","56","670040","ECDC ACTIVITIES EXPENSE (OFFICE)","","yes","1","","67",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"235","57","670024","FEES AND OTHER TAXES","","yes","1","","49",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"236","57","670041","FEES AND OTHER TAXES (OFFICE)","","yes","1","","76",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"237","58","670026","BIDDING EXPENSE","","yes","1","","18",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"238","58","670036","BIDDING EXPENSE (OFFICE)","","yes","1","","18",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"239","45","670027","SOLICITATION AND DONATION","","yes","1","","150",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"240","45","670044","SOLICITATION AND DONATION (OFFICE)","","yes","1","","150",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"241","57","680000","TAXES, LICENSES AND PERMITS","","yes","1","","49",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"242","59","680013","TAXES, LICENSES AND PERMITS (OFFICE)","","yes","1","","110",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"243","57","680001","BUSINESS TAXES","","yes","1","","49",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"244","57","680002","REAL PROPERTY TAX","","yes","1","","49",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"245","57","680012","REAL PROPERTY TAX (OFFICE)","","yes","1","","110",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"246","57","680003","FILING AND PROCESSING FEES","","yes","1","","49",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"247","57","680010","FILING AND PROCESSING FEES (OFFICE)","","yes","1","","77",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"248","57","680004","TAXES - PENALTIES","","yes","1","","119",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"249","57","680005","FINAL TAX","","yes","1","","49",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"250","57","680006","PENALTIES AND SURCHARGES","","yes","1","","119",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"251","57","680011","PENALTIES AND SURCHARGES (OFFICE)","","yes","1","","119",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"252","57","680007","VEHICLE PERMITS AND LICENSES","","yes","1","","49",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"253","57","680045","VEHICLE PERMITS AND LICENSES (OFFICE)","","yes","1","","159",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"254","60","680008","ROYALTY EXPENSE","","yes","1","","144",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"255","61","680009","TAX EXPENSE","","yes","1","","49",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"256","62","690000","BANK CHARGES AND FEES","","yes","1","","17",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"257","62","690008","BANK CHARGES AND FEES (OFFICE)","","yes","1","","17",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"258","62","690001","BANK CHARGES - FUND/WIRE TRANS","","yes","1","","78",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"259","62","690002","BANK CHARGES - CHECKBOOK COST","","yes","1","","78",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"260","62","690003","BANK CHARGES - OTHERS","","yes","1","","78",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"261","62","690004","BOND EXPENSES","","yes","1","","20",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"262","60","690005","CONSTRUCTION RELATED EXPENSES","","yes","1","","62",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"263","57","690006","DOCUMENTARY STAMP TAX","","yes","1","","49",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"264","57","690009","DOCUMENTARY STAMP TAX (OFFICE)","","yes","1","","66",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"265","63","690011","INCOME TAX EXPENSE (OFFICE)","","yes","1","","110",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"266","64","200001","ACCOUNTS PAYABLE","","yes","1","","101",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"267","64","200002","ACCRUED EXPENSES","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"268","65","200004","SSS PREMIUM PAYABLE","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"269","65","200023","SSS PREMIUM PAYABLE (OFFICE)","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"270","65","200005","SSS SALARY/CALAMITY LOAN PAY","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"271","65","200006","HDMF PREMIUM PAYABLE","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"272","65","200024","HDMF PREMIUM PAYABLE (OFFICE)","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"273","65","200007","HDMF SALARY/CALAMITY LOAN PAY","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"274","65","200026","HDMF MODIFIED PAG-IBIG 2","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"275","65","200008","PHIC PREMIUM PAYABLE","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"276","65","200025","PHIC PREMIUM PAYABLE (OFFICE)","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"277","65","200009","TAXES PAYABLE","","yes","1","","65",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"278","66","200010","WITHHOLDING TAX PAYABLE: COMPENSATION","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"279","66","200011","WITHHOLDING TAX PAYABLE - EWT","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"280","66","200030","EXPANDED WITHHOLDING TAX PAYABLE - 1% NONVAT","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"281","66","200031","EXPANDED WITHHOLDING TAX PAYABLE - 1% W/ VAT","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"282","66","200032","EXPANDED WITHHOLDING TAX PAYABLE - 2% NONVAT","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"283","66","200033","EXPANDED WITHHOLDING TAX PAYABLE - 2% W/ VAT","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"284","66","200034","EXPANDED WITHHOLDING TAX PAYABLE - 5% NONVAT","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"285","66","200035","EXPANDED WITHHOLDING TAX PAYABLE - 5% W/ VAT","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"286","66","200036","EXPANDED WITHHOLDING TAX PAYABLE - 10% NONVAT","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"287","66","200037","EXPANDED WITHHOLDING TAX PAYABLE - 10% W/ VAT","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"288","66","200038","EXPANDED WITHHOLDING TAX PAYABLE - 15% NONVAT","","yes","1","","65",,"1","29/8/2025 10:28:30","29/8/2025 10:28:31",
"289","66","200039","EXPANDED WITHHOLDING TAX PAYABLE - 15% W/ VAT","","yes","1","","65",,"1","29/8/2025 10:28:31","29/8/2025 10:28:31",
"290","66","200012","INCOME TAX PAYABLE","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"291","66","200013","OUTPUT VAT PAYABLE","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"292","67","200014","DEFERRED VAT PAYABLE","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"293","64","200015","NOTES PAYABLES","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"294","64","200016","INTEREST PAYABLE ON LOANS","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"295","68","200018","RETENTION PAYABLE","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"296","64","200027","AP CLEARING ACCOUNT","","yes","1","","14",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"297","64","200028","PAYABLE-RELATED PARTIES","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"298","65","200029","EVENPAR COOPERATIVE LOAN","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"299","64","200021","UNEARNED CONSTRUCTION INCOME","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"300","68","200022","CHATTEL MORTGAGE","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"301","64","611006","SALRIES AND WAGES PAYABLE ","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"302","69","250000","ACCOUNTS PAYABLE","","yes","1","","101",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"303","69","260000","BANK LOAN PAYABLE","","yes","1","","101",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"304","64","600009","INSURANCE PREMIUM PAYABLE","","yes","1","","65",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"305","70","410000","CONSTRUCTION REVENUE- GOVERNMENT SALES","","yes","1","","142",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"306","70","410001","CONSTRUCTION REVENUE- PRIVATE SALES","","yes","1","","142",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"307","71","700000","OTHER INCOME","","yes","1","","142",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"308","71","710000","INTEREST ON BANK DEPOSITS","","yes","1","","142",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"309","71","720000","GAIN ON SALE OF ASSET","","yes","1","","142",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
"310","71","730000","GAIN ON SALE OF INVESTMENT","","yes","1","","142",,"0","29/8/2025 10:28:31","29/8/2025 10:28:31",
